country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2019,9.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2007,23.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2013,9.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2019,8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2007,23.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2013,9.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Minimum diet diversity (children aged 6 to 23 months),2019,8.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Minimum diet diversity (children aged 6 to 23 months),2009,22.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Minimum diet diversity (children aged 6 to 23 months),2018,22,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Minimum diet diversity (children aged 6 to 23 months),2009,21.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Minimum diet diversity (children aged 6 to 23 months),2018,27.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Minimum diet diversity (children aged 6 to 23 months),2009,21.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Minimum diet diversity (children aged 6 to 23 months),2018,24.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2010,27.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2014,23.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2015,23.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2010,26.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2014,25.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2015,22,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2010,27.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2014,24.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Malawi,MW,MWI,454,Minimum diet diversity (children aged 6 to 23 months),2015,22.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Minimum diet diversity (children aged 6 to 23 months),2009,48.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Minimum diet diversity (children aged 6 to 23 months),2017,70.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Minimum diet diversity (children aged 6 to 23 months),2009,47.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Minimum diet diversity (children aged 6 to 23 months),2017,72.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Minimum diet diversity (children aged 6 to 23 months),2009,47.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Maldives,MV,MDV,462,Minimum diet diversity (children aged 6 to 23 months),2017,71.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2010,24,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2015,10.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2018,21.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2019,22,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2010,21.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2015,10.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2018,21.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2019,22.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2010,22.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2015,10.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2018,21.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mali,ML,MLI,466,Minimum diet diversity (children aged 6 to 23 months),2019,22.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Minimum diet diversity (children aged 6 to 23 months),2017,33.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Minimum diet diversity (children aged 6 to 23 months),2017,34.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Marshall Islands,MH,MHL,584,Minimum diet diversity (children aged 6 to 23 months),2017,34.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Minimum diet diversity (children aged 6 to 23 months),2015,29.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Minimum diet diversity (children aged 6 to 23 months),2015,26.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mauritania,MR,MRT,478,Minimum diet diversity (children aged 6 to 23 months),2015,28.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Minimum diet diversity (children aged 6 to 23 months),2015,64.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Minimum diet diversity (children aged 6 to 23 months),2015,54.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mexico,MX,MEX,484,Minimum diet diversity (children aged 6 to 23 months),2015,59.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2013,41.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2016,46.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2018,39.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2020,47,Female,Units,%,Reported,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2013,44.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2016,42.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2018,38.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2020,43,Male,Units,%,Reported,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2013,43,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2016,44.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2018,39.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mongolia,MN,MNG,496,Minimum diet diversity (children aged 6 to 23 months),2020,45,Total,Units,%,Reported,Free,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Minimum diet diversity (children aged 6 to 23 months),2013,72.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Minimum diet diversity (children aged 6 to 23 months),2018,64.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Minimum diet diversity (children aged 6 to 23 months),2013,66.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Minimum diet diversity (children aged 6 to 23 months),2018,67,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Minimum diet diversity (children aged 6 to 23 months),2013,69.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Montenegro,ME,MNE,499,Minimum diet diversity (children aged 6 to 23 months),2018,66,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Minimum diet diversity (children aged 6 to 23 months),2011,29,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Minimum diet diversity (children aged 6 to 23 months),2011,27.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Mozambique,MZ,MOZ,508,Minimum diet diversity (children aged 6 to 23 months),2011,28,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Minimum diet diversity (children aged 6 to 23 months),2016,19.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Burma,MM,MMR,104,Minimum diet diversity (children aged 6 to 23 months),2016,19.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Minimum diet diversity (children aged 6 to 23 months),2016,23.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Burma,MM,MMR,104,Minimum diet diversity (children aged 6 to 23 months),2016,23.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Myanmar,MM,MMR,104,Minimum diet diversity (children aged 6 to 23 months),2016,21.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Burma,MM,MMR,104,Minimum diet diversity (children aged 6 to 23 months),2016,21.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Minimum diet diversity (children aged 6 to 23 months),2007,20.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Minimum diet diversity (children aged 6 to 23 months),2013,27.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Minimum diet diversity (children aged 6 to 23 months),2007,22.8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Minimum diet diversity (children aged 6 to 23 months),2013,22.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Minimum diet diversity (children aged 6 to 23 months),2007,21.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Namibia,,NAM,516,Minimum diet diversity (children aged 6 to 23 months),2013,24.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2006,28.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2011,26.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2014,36.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2016,46,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2019,37.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2006,32.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2011,28,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2014,35.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2016,44.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2019,41.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2006,30.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2011,27.3,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2014,35.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2016,45,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nepal,NP,NPL,524,Minimum diet diversity (children aged 6 to 23 months),2019,39.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2012,9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2018,14.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2019,18.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2012,8,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2018,17.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2019,15.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2012,8.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2018,16.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Niger,NE,NER,562,Minimum diet diversity (children aged 6 to 23 months),2019,17,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2008,33.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2013,16.8,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2016,34.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2018,22.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2008,32.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2013,14.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2016,34.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2018,22.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2008,32.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2013,15.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2016,34.4,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Nigeria,NG,NGA,566,Minimum diet diversity (children aged 6 to 23 months),2018,22.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Minimum diet diversity (children aged 6 to 23 months),2019,55.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Minimum diet diversity (children aged 6 to 23 months),2019,53.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Macedonia, the former Yugoslav Republic of",MK,MKD,807,Minimum diet diversity (children aged 6 to 23 months),2019,54.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Minimum diet diversity (children aged 6 to 23 months),2013,16.9,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Minimum diet diversity (children aged 6 to 23 months),2018,16,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Minimum diet diversity (children aged 6 to 23 months),2013,18.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Minimum diet diversity (children aged 6 to 23 months),2018,14,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Minimum diet diversity (children aged 6 to 23 months),2013,17.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Pakistan,PK,PAK,586,Minimum diet diversity (children aged 6 to 23 months),2018,15,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Minimum diet diversity (children aged 6 to 23 months),2017,31.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Minimum diet diversity (children aged 6 to 23 months),2017,32.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Papua New Guinea,PG,PNG,598,Minimum diet diversity (children aged 6 to 23 months),2017,32.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Minimum diet diversity (children aged 6 to 23 months),2016,52.1,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Minimum diet diversity (children aged 6 to 23 months),2016,52,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Paraguay,PY,PRY,600,Minimum diet diversity (children aged 6 to 23 months),2016,52.1,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2007,73.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2009,71.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2010,77.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2011,78,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2012,76.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2014,84.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2015,83,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2016,82.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2017,84.7,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2018,85.6,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2019,84.4,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2007,74.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2009,76.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2010,77.6,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2011,77.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2012,79.4,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2014,82.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2015,83.3,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2016,83.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2017,83.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2018,84.2,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2019,83.5,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2007,73.8,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2009,74,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2010,77.6,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2011,77.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2012,77.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2014,83.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2015,83.2,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2016,82.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2017,84,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2018,84.9,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Peru,PE,PER,604,Minimum diet diversity (children aged 6 to 23 months),2019,84,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Minimum diet diversity (children aged 6 to 23 months),2008,54.5,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Minimum diet diversity (children aged 6 to 23 months),2008,52.7,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Philippines,PH,PHL,608,Minimum diet diversity (children aged 6 to 23 months),2008,53.5,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Minimum diet diversity (children aged 6 to 23 months),2005,67,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Minimum diet diversity (children aged 6 to 23 months),2005,72.1,Male,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
"Moldova, Republic of",MD,MDA,498,Minimum diet diversity (children aged 6 to 23 months),2005,69.7,Total,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2010,25.3,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
Rwanda,RW,RWA,646,Minimum diet diversity (children aged 6 to 23 months),2015,29.2,Female,Units,%,Reanalysed,Free,Middle of fieldwork,6 to 23 months old
